epoch,train_loss,val_loss,val_acc
1,2.15112342391482,1.7551102455924539,0.6681481481481482
2,1.646182048918061,1.6408677851452547,0.7140740740740741
3,1.3187513463432456,1.3171290334533243,0.8088888888888889
4,1.255513042398186,1.3455311231753406,0.7777777777777778
5,1.200696910970644,1.1896256713306204,0.8155555555555556
6,1.1900523654603261,1.128549618580762,0.8281481481481482
7,1.1461899932590556,1.0574366874554577,0.8555555555555555
8,1.1372339312368245,1.107241922967574,0.8451851851851852
9,1.131738120802758,1.0466304130413953,0.8422222222222222
10,1.114655784438199,1.0469030106768888,0.845925925925926
11,1.1024415157035397,3.9788258482428156,0.5051851851851852
12,1.1871752892008405,1.0898657847853268,0.8274074074074074
13,1.099262634933866,1.0185948434998007,0.8607407407407407
14,1.0882743529835424,0.9785397245603449,0.8666666666666667
15,1.057730588074268,0.9628153257510241,0.8614814814814815
16,1.0694473591129565,1.0668056715937222,0.8192592592592592
17,1.0435201809401302,1.097390707100139,0.845925925925926
18,1.0584477460583466,1.0372677021166858,0.8525925925925926
19,1.0458822662247995,1.043347314526053,0.8422222222222222
20,1.0211202097212846,0.9706365602857926,0.8577777777777778
21,1.0169295906273956,0.9806845920927384,0.8592592592592593
22,1.006259816113494,0.9529754747362698,0.8748148148148148
23,0.9847335672328765,1.0908816800397985,0.8348148148148148
24,0.9865348591062868,0.9657228687230278,0.8718518518518519
25,0.9954740311133836,1.0431617989259607,0.8555555555555555
26,0.9725911939567216,1.1559062561568092,0.837037037037037
27,0.9839747602854989,0.9634940753964817,0.8711111111111111
28,0.9977148069469316,1.0058663645211388,0.8525925925925926
29,0.9593337420257496,0.9421941262834213,0.8755555555555555
30,0.9222219448248877,0.9691002754604116,0.857037037037037
31,0.9468230033343918,1.028916313017116,0.8696296296296296
32,0.9228075323995817,1.194562194627874,0.8281481481481482
33,0.9110784840484253,0.969904741118936,0.8629629629629629
34,0.9155404636158078,0.9705983435406405,0.8718518518518519
35,0.8892242007564154,0.9910234342603123,0.8644444444444445
36,0.8814442477544813,1.0335854537346785,0.8540740740740741
37,0.8953438735331772,0.9688265186898849,0.8777777777777778
38,0.8727614645669256,1.052824196394752,0.8511111111111112
39,0.8884875213179061,0.9706500007825739,0.8614814814814815
40,0.8543290138120193,0.9831022753435023,0.8637037037037038
41,0.8522279484038064,0.9612818325267118,0.8711111111111111
42,0.8444927755377736,0.9904869998202604,0.8666666666666667
43,0.8413815385115669,1.0407454290810754,0.8548148148148148
44,0.8210112056801862,1.058833994584925,0.857037037037037
45,0.8241170726887618,1.0475705465849707,0.8555555555555555
46,0.7960797362885047,1.0676304024808547,0.8548148148148148
47,0.7909827881914588,1.1003415020073162,0.8496296296296296
48,0.7713012053224886,1.0856074760941898,0.8592592592592593
49,0.7593982611045957,1.0345413484994104,0.8555555555555555
50,0.7453715097555785,1.0850433973705067,0.8540740740740741
51,0.7426077184697034,1.1101667365607093,0.8511111111111112
52,0.735710251990838,1.0381371778600357,0.8562962962962963
53,0.739354426216233,1.0549353389179006,0.8666666666666667
54,0.731198640170824,1.0416348180350135,0.8644444444444445
55,0.7037934127705082,1.058128379723605,0.8666666666666667
56,0.7205973936396501,1.0588020647273344,0.8688888888888889
57,0.7097116369668527,1.0845241059275235,0.86
58,0.7063810364314062,1.1667488480315489,0.8518518518518519
59,0.7105120332728846,1.0896572414566488,0.8637037037037038
60,0.7302116948901238,0.9965300970217761,0.8696296296296296
